FamilyID	SampleID	FatherID	MotherID	Sex	Population	Superpopulation
1358	NA12717	0	0	2.0	CEU	EUR
NA19462	NA19462	0	0	2.0	LWK	AFR
CLM54	HG01464	0	0	1.0	CLM	AMR
BD59	HG04177	0	0	2.0	BEB	SAS
PK02	HG01583	0	0	1.0	PJL	SAS
HG00110	HG00110	0	0	2.0	GBR	EUR
NA20772	NA20772	0	0	2.0	TSI	EUR
NG12	HG02941	0	0	1.0	ESN	AFR
NG32	HG03117	0	0	2.0	ESN	AFR
NA21103	NA21103	0	0	2.0	GIH	SAS
HG02392	HG02392	0	0	1.0	CDX	EAS
HG00242	HG00242	0	0	1.0	GBR	EUR
IT009	HG03716	0	0	1.0	ITU	SAS
BD23	HG03817	0	0	2.0	BEB	SAS
NA20896	NA20896	0	0	2.0	GIH	SAS
GB110	HG03040	0	0	2.0	GWD	AFR
NG57	HG03193	0	0	1.0	ESN	AFR
IT056	HG04019	0	0	1.0	ITU	SAS
ST089	HG03851	0	0	1.0	STU	SAS
NA20861	NA20861	0	0	1.0	GIH	SAS
Y039	NA19184	0	0	1.0	YRI	AFR
CLM30	HG01353	0	0	1.0	CLM	AMR
PK15	HG02660	0	0	1.0	PJL	SAS
NG60	HG03202	0	0	1.0	ESN	AFR
2367	NA19700	0	0	1.0	ASW	AFR
BB67	HG02555	0	0	2.0	ACB	AFR
NA20864	NA20864	0	0	1.0	GIH	SAS
NA18944	NA18944	0	0	1.0	JPT	EAS
NA18547	NA18547	0	0	2.0	CHB	EAS
IT033	HG03863	0	0	2.0	ITU	SAS
NG29	HG03108	0	0	2.0	ESN	AFR
2425	NA19901	0	0	2.0	ASW	AFR
VN071	HG02087	0	0	2.0	KHV	EAS
GB125	HG03538	0	0	1.0	GWD	AFR
IBS003	HG01506	0	0	1.0	IBS	EUR
IT048	HG03971	0	0	1.0	ITU	SAS
SL58	HG03476	0	0	2.0	MSL	AFR
NA21097	NA21097	0	0	2.0	GIH	SAS
SH064	HG00614	0	0	2.0	CHS	EAS
VN057	HG02048	0	0	2.0	KHV	EAS
GB28	HG02610	0	0	1.0	GWD	AFR
NG99	HG03372	0	0	2.0	ESN	AFR
HG00176	HG00176	0	0	2.0	FIN	EUR
GB81	HG02861	0	0	2.0	GWD	AFR
GB120	HG03258	0	0	1.0	GWD	AFR
2470	NA20287	0	0	2.0	ASW	AFR
SH080	HG00675	0	0	2.0	CHS	EAS
ST142	HG03990	0	0	1.0	STU	SAS
SH091	HG00707	0	0	1.0	CHS	EAS
CLM34	HG01365	0	0	1.0	CLM	AMR
GB105	HG03024	0	0	1.0	GWD	AFR
IT053	HG04002	0	0	1.0	ITU	SAS
NA20521	NA20521	0	0	1.0	TSI	EUR
Y004	NA18501	0	0	1.0	YRI	AFR
PR74	HG01403	0	0	2.0	PUR	AMR
SH062	HG00607	0	0	1.0	CHS	EAS
HG01031	HG01031	0	0	1.0	CDX	EAS
m028	NA19762	0	0	1.0	MXL	AMR
ST019	HG03691	0	0	1.0	STU	SAS
NA20790	NA20790	0	0	2.0	TSI	EUR
SL56	HG03470	0	0	2.0	MSL	AFR
BD22	HG03815	0	0	1.0	BEB	SAS
VN033	HG01866	0	0	1.0	KHV	EAS
GB112	HG03046	0	0	2.0	GWD	AFR
NA19394	NA19394	0	0	1.0	LWK	AFR
BD25	HG03824	0	0	1.0	BEB	SAS
PK19	HG02690	0	0	1.0	PJL	SAS
NA18943	NA18943	0	0	1.0	JPT	EAS
NA19089	NA19089	0	0	1.0	JPT	EAS
SH048	HG00565	0	0	1.0	CHS	EAS
CLM62	HG01489	0	0	2.0	CLM	AMR
1328	NA06984	0	0	1.0	CEU	EUR
ST044	HG03738	0	0	1.0	STU	SAS
HG00379	HG00379	0	0	2.0	FIN	EUR
CLM27	HG01345	0	0	2.0	CLM	AMR
Y019	NA18873	0	0	2.0	YRI	AFR
GB81	HG02860	0	0	1.0	GWD	AFR
NA19005	NA19005	0	0	1.0	JPT	EAS
PK07	HG02493	0	0	1.0	PJL	SAS
NA19355	NA19355	0	0	2.0	LWK	AFR
SH026	HG00479	0	0	2.0	CHS	EAS
IBS016	HG01626	0	0	2.0	IBS	EUR
NA18565	NA18565	0	0	2.0	CHB	EAS
HG00186	HG00186	0	0	1.0	FIN	EUR
GB15	HG02461	0	0	1.0	GWD	AFR
GB66	HG02817	0	0	2.0	GWD	AFR
ST186	HG04210	0	0	1.0	STU	SAS
GB106	HG03028	0	0	2.0	GWD	AFR
BB08	HG01985	0	0	2.0	ACB	AFR
2484	NA20334	0	0	2.0	ASW	AFR
PR08	HG01048	0	0	1.0	PUR	AMR
SL08	HG03073	0	0	2.0	MSL	AFR
2393	NA19735	0	0	1.0	MXL	AMR
HG00376	HG00376	0	0	2.0	FIN	EUR
NA18592	NA18592	0	0	2.0	CHB	EAS
PEL25	HG01974	0	0	1.0	PEL	AMR
NA19391	NA19391	0	0	2.0	LWK	AFR
ST232	HG04227	0	0	2.0	STU	SAS
IBS049	HG01771	0	0	1.0	IBS	EUR
NA19059	NA19059	0	0	2.0	JPT	EAS
NG74	HG03297	0	0	2.0	ESN	AFR
ST116	HG03943	0	0	1.0	STU	SAS
SH009	HG00428	0	0	2.0	CHS	EAS
VN069	HG02085	0	0	1.0	KHV	EAS
BB03	HG01885	0	0	1.0	ACB	AFR
PK34	HG02792	0	0	1.0	PJL	SAS
NA21130	NA21130	0	0	1.0	GIH	SAS
IT044	HG03960	0	0	1.0	ITU	SAS
PR36	HG01174	0	0	2.0	PUR	AMR
IT5	HG03868	0	0	2.0	ITU	SAS
IBS004	HG01509	0	0	1.0	IBS	EUR
GB113	HG03049	0	0	2.0	GWD	AFR
NA19472	NA19472	0	0	2.0	LWK	AFR
NA20764	NA20764	0	0	2.0	TSI	EUR
ST170	HG04038	0	0	2.0	STU	SAS
2414	NA19792	0	0	1.0	MXL	AMR
Y047	NA19171	0	0	1.0	YRI	AFR
Y033	NA18923	0	0	1.0	YRI	AFR
CLM12	HG01149	0	0	2.0	CLM	AMR
VN082	HG02138	0	0	1.0	KHV	EAS
NA21113	NA21113	0	0	1.0	GIH	SAS
NA20908	NA20908	0	0	2.0	GIH	SAS
1447	NA12760	0	0	1.0	CEU	EUR
SH017	HG00451	0	0	1.0	CHS	EAS
PR38	HG01188	0	0	2.0	PUR	AMR
HG00159	HG00159	0	0	1.0	GBR	EUR
m023	NA19747	0	0	1.0	MXL	AMR
2437a	NA19984	0	0	1.0	ASW	AFR
ST176	HG04106	0	0	2.0	STU	SAS
PR59	HG01303	0	0	2.0	PUR	AMR
SL29	HG03391	0	0	1.0	MSL	AFR
NA21089	NA21089	0	0	2.0	GIH	SAS
NA21086	NA21086	0	0	2.0	GIH	SAS
PK32	HG02786	0	0	1.0	PJL	SAS
BB04	HG01886	0	0	2.0	ACB	AFR
VN061	HG02061	0	0	1.0	KHV	EAS
HG00315	HG00315	0	0	2.0	FIN	EUR
ST090	HG03858	0	0	2.0	STU	SAS
NA20867	NA20867	0	0	1.0	GIH	SAS
IT199	HG04093	0	0	1.0	ITU	SAS
2357a	NA20274	0	0	2.0	ASW	AFR
PR07	HG00736	0	0	1.0	PUR	AMR
CLM31	HG01357	0	0	2.0	CLM	AMR
NG46	HG03160	0	0	1.0	ESN	AFR
IBS013	HG01537	0	0	2.0	IBS	EUR
NA18982	NA18982	0	0	1.0	JPT	EAS
GB79	HG02855	0	0	2.0	GWD	AFR
NA19025	NA19025	0	0	1.0	LWK	AFR
PK24	HG02728	0	0	2.0	PJL	SAS
NA20814	NA20814	0	0	1.0	TSI	EUR
PR28	HG01083	0	0	2.0	PUR	AMR
NA21095	NA21095	0	0	1.0	GIH	SAS
GB93	HG02896	0	0	2.0	GWD	AFR
SH045	HG00557	0	0	2.0	CHS	EAS
GB29	HG02613	0	0	1.0	GWD	AFR
2483	NA20332	0	0	2.0	ASW	AFR
NA18558	NA18558	0	0	1.0	CHB	EAS
NA21123	NA21123	0	0	1.0	GIH	SAS
CLM17	HG01260	0	0	2.0	CLM	AMR
NA18620	NA18620	0	0	1.0	CHB	EAS
NG58	HG03196	0	0	1.0	ESN	AFR
HG00285	HG00285	0	0	2.0	FIN	EUR
BB03	HG01956	0	0	2.0	ACB	AFR
NA18977	NA18977	0	0	1.0	JPT	EAS
HG00260	HG00260	0	0	1.0	GBR	EUR
NA21091	NA21091	0	0	1.0	GIH	SAS
PR10	HG00743	0	0	2.0	PUR	AMR
NA21120	NA21120	0	0	2.0	GIH	SAS
NA18993	NA18993	0	0	2.0	JPT	EAS
HG00243	HG00243	0	0	1.0	GBR	EUR
IBS017	HG01624	0	0	1.0	IBS	EUR
NA18570	NA18570	0	0	2.0	CHB	EAS
NA20516	NA20516	0	0	1.0	TSI	EUR
NA19471	NA19471	0	0	2.0	LWK	AFR
NA19043	NA19043	0	0	1.0	LWK	AFR
PK26	HG02733	0	0	1.0	PJL	SAS
SH007	HG00421	0	0	1.0	CHS	EAS
LWK003	NA19434	0	NA19432	2.0	LWK	AFR
NA21137	NA21137	0	0	2.0	GIH	SAS
NA18632	NA18632	0	0	1.0	CHB	EAS
SL38	HG03419	0	0	2.0	MSL	AFR
NA20753	NA20753	0	0	2.0	TSI	EUR
NA19309	NA19309	0	0	1.0	LWK	AFR
NA19080	NA19080	0	0	2.0	JPT	EAS
HG03548	HG03548	0	0	2.0	MSL	AFR
SH012	HG00437	0	0	2.0	CHS	EAS
SH001	HG00403	0	0	1.0	CHS	EAS
PK09	HG02601	0	0	2.0	PJL	SAS
BB02	HG01883	0	0	2.0	ACB	AFR
BB65	HG02549	0	0	2.0	ACB	AFR
IBS029	HG01679	0	0	2.0	IBS	EUR
SL54	HG03464	0	0	2.0	MSL	AFR
1358	NA12716	0	0	1.0	CEU	EUR
ST116	HG03944	0	HG04067	2.0	STU	SAS
Y042	NA19102	0	0	2.0	YRI	AFR
NA18963	NA18963	0	0	2.0	JPT	EAS
HG00174	HG00174	0	0	2.0	FIN	EUR
VN069	HG02084	0	0	2.0	KHV	EAS
IBS005	HG01512	0	0	1.0	IBS	EUR
IBS021	HG01612	0	0	2.0	IBS	EUR
1444	NA12748	0	0	1.0	CEU	EUR
HG01801	HG01801	0	0	2.0	CDX	EAS
VN050	HG02028	0	0	2.0	KHV	EAS
IT183	HG04063	0	0	2.0	ITU	SAS
PEL29	HG01992	0	0	2.0	PEL	AMR
HG00264	HG00264	0	0	1.0	GBR	EUR
IT228	HG04219	0	0	1.0	ITU	SAS
NA18597	NA18597	0	0	2.0	CHB	EAS
NG33	HG03121	0	0	2.0	ESN	AFR
Y092	NA19257	0	0	2.0	YRI	AFR
NA19009	NA19009	0	0	1.0	JPT	EAS
HG00372	HG00372	0	0	1.0	FIN	EUR
BD7	HG03595	0	0	2.0	BEB	SAS
m011	NA19684	0	0	2.0	MXL	AMR
NA18548	NA18548	0	0	1.0	CHB	EAS
IT001	HG03713	0	0	1.0	ITU	SAS
ST232	HG04229	0	0	1.0	STU	SAS
GB54	HG02760	0	0	2.0	GWD	AFR
Y003	NA18499	0	0	2.0	YRI	AFR
Y026	NA18865	0	0	1.0	YRI	AFR
HG03457	HG03457	0	0	1.0	MSL	AFR
IT046	HG03969	0	0	1.0	ITU	SAS
BD62	HG04185	0	0	1.0	BEB	SAS
CLM52	HG01459	0	0	2.0	CLM	AMR
NG58	HG03195	0	0	2.0	ESN	AFR
NA19446	NA19446	0	0	2.0	LWK	AFR
HG02353	HG02353	0	0	1.0	CDX	EAS
IT240	HG04238	0	0	1.0	ITU	SAS
NA18648	NA18648	0	0	1.0	CHB	EAS
HG00362	HG00362	0	0	2.0	FIN	EUR
PEL023	HG01968	0	0	2.0	PEL	AMR
NA20792	NA20792	0	0	1.0	TSI	EUR
HG01796	HG01796	0	0	2.0	CDX	EAS
HG00330	HG00330	0	0	2.0	FIN	EUR
ST017	HG03689	0	0	2.0	STU	SAS
NA19455	NA19455	0	0	1.0	LWK	AFR
NA18561	NA18561	0	0	1.0	CHB	EAS
IT023	HG03786	0	0	1.0	ITU	SAS
SH058	HG00596	0	0	2.0	CHS	EAS
NA20863	NA20863	0	0	1.0	GIH	SAS
NA21135	NA21135	0	0	1.0	GIH	SAS
NA20812	NA20812	0	0	1.0	TSI	EUR
1444	NA12751	0	0	2.0	CEU	EUR
NA18572	NA18572	0	0	1.0	CHB	EAS
HG00271	HG00271	0	0	1.0	FIN	EUR
PR34	HG01110	0	0	1.0	PUR	AMR
PK21	HG02697	0	0	2.0	PJL	SAS
PEL59	HG02425	0	0	2.0	PEL	AMR
2424	NA19835	0	0	2.0	ASW	AFR
HG00262	HG00262	0	0	2.0	GBR	EUR
NA19090	NA19090	0	0	2.0	JPT	EAS
HG00345	HG00345	0	0	1.0	FIN	EUR
Y017	NA18871	0	0	1.0	YRI	AFR
NA21115	NA21115	0	0	1.0	GIH	SAS
Y074	NA19144	0	0	1.0	YRI	AFR
1350	NA11830	0	0	2.0	CEU	EUR
NA19378	NA19378	0	0	2.0	LWK	AFR
1454	NA12815	0	0	2.0	CEU	EUR
VN052	HG02035	0	0	1.0	KHV	EAS
NA20801	NA20801	0	0	1.0	TSI	EUR
PEL023	HG01967	0	0	1.0	PEL	AMR
2487	NA20340	0	0	1.0	ASW	AFR
HG01804	HG01804	0	0	2.0	CDX	EAS
HG00258	HG00258	0	0	2.0	GBR	EUR
HG00157	HG00157	0	0	1.0	GBR	EUR
HG02179	HG02179	0	0	2.0	CDX	EAS
PR42	HG01177	0	0	2.0	PUR	AMR
BB05	HG01890	0	0	1.0	ACB	AFR
NA18552	NA18552	0	0	2.0	CHB	EAS
ST052	HG03756	0	0	2.0	STU	SAS
NA20903	NA20903	0	0	1.0	GIH	SAS
ST013	HG03685	0	0	1.0	STU	SAS
m032	NA19786	0	0	1.0	MXL	AMR
IT004	HG03772	0	0	2.0	ITU	SAS
NA20503	NA20503	0	0	2.0	TSI	EUR
ST051	HG03750	0	0	1.0	STU	SAS
PR31	HG01098	0	0	2.0	PUR	AMR
GB65	HG02813	0	0	1.0	GWD	AFR
Y036	NA18934	0	0	1.0	YRI	AFR
NA21112	NA21112	0	0	1.0	GIH	SAS
Y105	NA19098	0	0	1.0	YRI	AFR
NA19350	NA19350	0	0	1.0	LWK	AFR
IT003	HG03727	0	0	1.0	ITU	SAS
GB64	HG02811	0	0	2.0	GWD	AFR
HG00327	HG00327	0	0	2.0	FIN	EUR
SL17	HG03209	0	0	1.0	MSL	AFR
1456	NA12827	0	0	1.0	CEU	EUR
1408	NA12154	0	0	1.0	CEU	EUR
PK52	HG03649	0	0	1.0	PJL	SAS
Y027	NA18909	0	0	2.0	YRI	AFR
HG00759	HG00759	0	0	2.0	CDX	EAS
SL49	HG03449	0	0	2.0	MSL	AFR
NA18559	NA18559	0	0	1.0	CHB	EAS
HG00346	HG00346	0	0	2.0	FIN	EUR
NA18532	NA18532	0	0	2.0	CHB	EAS
HG00321	HG00321	0	0	1.0	FIN	EUR
IT217	HG04209	0	0	2.0	ITU	SAS
1454	NA12814	0	0	1.0	CEU	EUR
HG00337	HG00337	0	0	2.0	FIN	EUR
HG00318	HG00318	0	0	2.0	FIN	EUR
VN076	HG02122	0	0	1.0	KHV	EAS
m031	NA19770	0	0	2.0	MXL	AMR
CLM45	HG01437	0	0	1.0	CLM	AMR
VN067	HG02078	0	0	2.0	KHV	EAS
PEL015	HG01939	0	0	2.0	PEL	AMR
HG00257	HG00257	0	0	2.0	GBR	EUR
NA20858	NA20858	0	0	1.0	GIH	SAS
NA19438	NA19438	0	0	2.0	LWK	AFR
ST006	HG03679	0	0	1.0	STU	SAS
NA18748	NA18748	0	0	1.0	CHB	EAS
HG03871	HG03871	0	0	1.0	ITU	SAS
NA20775	NA20775	0	0	2.0	TSI	EUR
Y016	NA18523	0	0	2.0	YRI	AFR
Y072	NA19153	0	0	1.0	YRI	AFR
2446	NA20127	0	0	2.0	ASW	AFR
HG01794	HG01794	0	0	2.0	CDX	EAS
GB23	HG02582	0	0	1.0	GWD	AFR
BB58	HG02502	0	0	2.0	ACB	AFR
NA18974	NA18974	0	0	1.0	JPT	EAS
Y100	NA19118	0	0	2.0	YRI	AFR
NA19474	NA19474	0	0	2.0	LWK	AFR
SH072	HG00651	0	0	2.0	CHS	EAS
NG76	HG03304	0	0	1.0	ESN	AFR
PR34	HG01111	0	0	2.0	PUR	AMR
HG03397	HG03397	0	0	1.0	MSL	AFR
NA20882	NA20882	0	0	2.0	GIH	SAS
PR29	HG01094	0	0	1.0	PUR	AMR
2427	NA19909	0	0	2.0	ASW	AFR
HG00189	HG00189	0	0	1.0	FIN	EUR
2488	NA20342	0	0	1.0	ASW	AFR
IBS026	HG01670	0	0	2.0	IBS	EUR
SL30	HG03394	0	0	1.0	MSL	AFR
VN015	HG01848	0	0	2.0	KHV	EAS
PEL001	HG01565	0	0	1.0	PEL	AMR
GB44	HG02679	0	0	2.0	GWD	AFR
IBS060	HG02232	0	0	2.0	IBS	EUR
HG02390	HG02390	0	0	1.0	CDX	EAS
HG02373	HG02373	0	0	1.0	CDX	EAS
PEL42	HG02259	0	0	1.0	PEL	AMR
ST091	HG03857	0	0	2.0	STU	SAS
NA19383	NA19383	0	0	1.0	LWK	AFR
IT223	HG04212	0	0	2.0	ITU	SAS
NA19321	NA19321	0	0	2.0	LWK	AFR
HG00281	HG00281	0	0	2.0	FIN	EUR
NA19031	NA19031	0	0	1.0	LWK	AFR
NG64	HG03267	0	0	2.0	ESN	AFR
SH057	HG00592	0	0	1.0	CHS	EAS
PR16	HG01066	0	0	1.0	PUR	AMR
SL06	HG03066	0	0	1.0	MSL	AFR
PR19	HG01102	0	0	2.0	PUR	AMR
HG00881	HG00881	0	0	1.0	CDX	EAS
NA19454	NA19454	0	0	1.0	LWK	AFR
HG00304	HG00304	0	0	2.0	FIN	EUR
SH054	HG00584	0	0	2.0	CHS	EAS
1456	NA12829	0	0	1.0	CEU	EUR
PR18	HG01072	0	0	1.0	PUR	AMR
GB93	HG02895	0	0	1.0	GWD	AFR
Y092	NA19256	0	0	1.0	YRI	AFR
ST119	HG03955	0	0	2.0	STU	SAS
PR31	HG01097	0	0	1.0	PUR	AMR
m006	NA19655	0	0	1.0	MXL	AMR
HG00342	HG00342	0	0	1.0	FIN	EUR
HG01791	HG01791	0	0	1.0	GBR	EUR
Y120	NA19248	0	0	1.0	YRI	AFR
BD38	HG03928	0	0	2.0	BEB	SAS
BD59	HG04176	0	0	1.0	BEB	SAS
NA18608	NA18608	0	0	1.0	CHB	EAS
NA19338	NA19338	0	0	2.0	LWK	AFR
SH063	HG00611	0	0	2.0	CHS	EAS
HG00160	HG00160	0	0	1.0	GBR	EUR
PEL011	HG01927	0	0	2.0	PEL	AMR
NA21111	NA21111	0	0	1.0	GIH	SAS
NA19440	NA19440	0	0	2.0	LWK	AFR
IBS003	HG01507	0	0	2.0	IBS	EUR
SH007	HG00422	0	0	2.0	CHS	EAS
NA18953	NA18953	0	0	1.0	JPT	EAS
NA18543	NA18543	0	0	1.0	CHB	EAS
PR06	HG00734	0	0	2.0	PUR	AMR
SH068	HG00626	0	0	2.0	CHS	EAS
VN073	HG02113	0	0	2.0	KHV	EAS
NA20767	NA20767	0	0	1.0	TSI	EUR
CLM02	HG01121	0	0	1.0	CLM	AMR
NA18602	NA18602	0	0	2.0	CHB	EAS
PR02	HG00554	0	0	2.0	PUR	AMR
1349	NA11843	0	0	1.0	CEU	EUR
SH016	HG00449	0	0	2.0	CHS	EAS
IT026	HG03792	0	0	1.0	ITU	SAS
NA18536	NA18536	0	0	1.0	CHB	EAS
Y075	NA19146	0	0	1.0	YRI	AFR
GB57	HG02769	0	0	2.0	GWD	AFR
m015	NA19720	0	0	1.0	MXL	AMR
IBS041	HG01747	0	0	1.0	IBS	EUR
BB07	HG02013	0	0	1.0	ACB	AFR
PEL014	HG01936	0	0	2.0	PEL	AMR
PK61	HG03706	0	0	2.0	PJL	SAS
1454	NA12812	0	0	1.0	CEU	EUR
HG03916	HG03916	0	0	2.0	BEB	SAS
HG03022	HG03022	0	0	2.0	PJL	SAS
SH040	HG00537	0	0	2.0	CHS	EAS
IBS030	HG01684	0	0	2.0	IBS	EUR
ST008	HG03672	0	0	1.0	STU	SAS
SL02	HG03054	0	0	1.0	MSL	AFR
HG01789	HG01789	0	0	1.0	GBR	EUR
NA19461	NA19461	0	0	1.0	LWK	AFR
PK11	HG02649	0	0	2.0	PJL	SAS
Y017	NA18870	0	0	2.0	YRI	AFR
NG97	HG03366	0	0	2.0	ESN	AFR
BD35	HG03920	0	0	1.0	BEB	SAS
2424	NA19834	0	0	1.0	ASW	AFR
ST107	HG03895	0	0	2.0	STU	SAS
VN035	HG01868	0	0	2.0	KHV	EAS
GB125	HG03539	0	0	2.0	GWD	AFR
ST020	HG03692	0	0	2.0	STU	SAS
CLM04	HG01125	0	0	2.0	CLM	AMR
BB22	HG02315	0	0	2.0	ACB	AFR
NG25	HG02981	0	0	1.0	ESN	AFR
PR10	HG00742	0	0	1.0	PUR	AMR
SH091	HG00708	0	0	2.0	CHS	EAS
NA18530	NA18530	0	0	1.0	CHB	EAS
HG03378	HG03378	0	0	2.0	MSL	AFR
SH046	HG00560	0	0	2.0	CHS	EAS
HG00097	HG00097	0	0	2.0	GBR	EUR
m001	NA19648	0	0	2.0	MXL	AMR
IT183	HG04060	0	0	1.0	ITU	SAS
Y043	NA19138	0	0	1.0	YRI	AFR
HG02383	HG02383	0	0	1.0	CDX	EAS
NA19081	NA19081	0	0	2.0	JPT	EAS
ST016	HG03886	0	0	2.0	STU	SAS
ST026	HG03698	0	0	2.0	STU	SAS
HG00140	HG00140	0	0	1.0	GBR	EUR
HG00864	HG00864	0	0	2.0	CDX	EAS
NA20804	NA20804	0	0	2.0	TSI	EUR
NA20540	NA20540	0	0	2.0	TSI	EUR
NA18627	NA18627	0	0	2.0	CHB	EAS
NG74	HG03298	0	0	1.0	ESN	AFR
NA18574	NA18574	0	0	2.0	CHB	EAS
NA21114	NA21114	0	0	1.0	GIH	SAS
NG22	HG02971	0	0	1.0	ESN	AFR
NA21126	NA21126	0	0	1.0	GIH	SAS
HG00246	HG00246	0	0	1.0	GBR	EUR
PR29	HG01095	0	0	2.0	PUR	AMR
HG00320	HG00320	0	0	2.0	FIN	EUR
IBS025	HG01668	0	0	2.0	IBS	EUR
VN059	HG02050	0	0	1.0	KHV	EAS
1362	NA11992	0	0	1.0	CEU	EUR
HG00382	HG00382	0	0	1.0	FIN	EUR
GB78	HG02852	0	0	2.0	GWD	AFR
GBR003	HG00158	0	0	2.0	GBR	EUR
NA21099	NA21099	0	0	1.0	GIH	SAS
BD05	HG03589	0	0	2.0	BEB	SAS
NA19023	NA19023	0	0	2.0	LWK	AFR
GB67	HG02819	0	0	1.0	GWD	AFR
VN051	HG02032	0	0	1.0	KHV	EAS
ST118	HG03947	0	0	2.0	STU	SAS
NA19452	NA19452	0	0	1.0	LWK	AFR
NA18563	NA18563	0	0	1.0	CHB	EAS
PEL44	HG02266	0	0	2.0	PEL	AMR
NG35	HG03126	0	0	2.0	ESN	AFR
IBS002	HG01503	0	0	1.0	IBS	EUR
IBS062	HG02238	0	0	1.0	IBS	EUR
CLM03	HG01112	0	0	1.0	CLM	AMR
NA20769	NA20769	0	0	2.0	TSI	EUR
PR05	HG00732	0	0	2.0	PUR	AMR
SL59	HG03479	0	0	2.0	MSL	AFR
NA19055	NA19055	0	0	1.0	JPT	EAS
HG02367	HG02367	0	0	1.0	CDX	EAS
HG03432	HG03432	0	0	1.0	MSL	AFR
NA19428	NA19428	0	0	1.0	LWK	AFR
1451	NA12777	0	0	1.0	CEU	EUR
GB27	HG02595	0	0	2.0	GWD	AFR
HG00273	HG00273	0	0	1.0	FIN	EUR
m008	NA19661	0	0	1.0	MXL	AMR
HG00100	HG00100	0	0	2.0	GBR	EUR
HG00355	HG00355	0	0	2.0	FIN	EUR
m036	NA19783	0	0	1.0	MXL	AMR
BD55	HG04164	0	0	1.0	BEB	SAS
NA20582	NA20582	0	0	2.0	TSI	EUR
NA20505	NA20505	0	0	2.0	TSI	EUR
GBR001	HG00155	0	HG00144	1.0	GBR	EUR
NA19463	NA19463	0	0	2.0	LWK	AFR
Y110	NA19214	0	0	2.0	YRI	AFR
HG00313	HG00313	0	0	2.0	FIN	EUR
NA18994	NA18994	0	0	1.0	JPT	EAS
NA20876	NA20876	0	0	2.0	GIH	SAS
1355	NA12413	0	0	1.0	CEU	EUR
Y117	NA19239	0	0	1.0	YRI	AFR
ST094	HG04035	0	0	2.0	STU	SAS
NA20822	NA20822	0	0	2.0	TSI	EUR
1423	NA11919	0	0	1.0	CEU	EUR
VN067	HG02079	0	0	1.0	KHV	EAS
ST050	HG03888	0	0	2.0	STU	SAS
NA18959	NA18959	0	0	1.0	JPT	EAS
NA20761	NA20761	0	0	2.0	TSI	EUR
NA19315	NA19315	0	0	2.0	LWK	AFR
PEL35	HG02089	0	0	2.0	PEL	AMR
NA18564	NA18564	0	0	2.0	CHB	EAS
NG89	HG03343	0	0	1.0	ESN	AFR
PK44	HG03619	0	0	2.0	PJL	SAS
SH039	HG00534	0	0	2.0	CHS	EAS
NA19012	NA19012	0	0	1.0	JPT	EAS
NA18617	NA18617	0	0	2.0	CHB	EAS
PK19	HG02691	0	0	2.0	PJL	SAS
NA21107	NA21107	0	0	1.0	GIH	SAS
NA18745	NA18745	0	0	1.0	CHB	EAS
NA19026	NA19026	0	0	1.0	LWK	AFR
HG02188	HG02188	0	0	2.0	CDX	EAS
NA21105	NA21105	0	0	1.0	GIH	SAS
HG02165	HG02165	0	0	2.0	CDX	EAS
NA18967	NA18967	0	0	1.0	JPT	EAS
NA20875	NA20875	0	0	2.0	GIH	SAS
NA20525	NA20525	0	0	1.0	TSI	EUR
CLM08	HG01136	0	0	1.0	CLM	AMR
IBS044	HG01756	0	0	1.0	IBS	EUR
IT223	HG04211	0	0	1.0	ITU	SAS
PR44	HG01183	0	0	2.0	PUR	AMR
PEL42	HG02260	0	0	2.0	PEL	AMR
PR72	HG01398	0	0	1.0	PUR	AMR
ST154	HG04029	0	0	2.0	STU	SAS
HG00277	HG00277	0	0	1.0	FIN	EUR
HG00375	HG00375	0	0	1.0	FIN	EUR
HG00311	HG00311	0	0	1.0	FIN	EUR
PR37	HG01164	0	0	1.0	PUR	AMR
NA19063	NA19063	0	0	1.0	JPT	EAS
VN004	HG01598	0	0	2.0	KHV	EAS
BB04	HG02014	0	0	1.0	ACB	AFR
HG02164	HG02164	0	0	2.0	CDX	EAS
NA20808	NA20808	0	0	2.0	TSI	EUR
HG00132	HG00132	0	0	2.0	GBR	EUR
VN068	HG02082	0	0	1.0	KHV	EAS
PK17	HG02684	0	0	1.0	PJL	SAS
NA20891	NA20891	0	0	1.0	GIH	SAS
IT010	HG03717	0	0	2.0	ITU	SAS
GB78	HG02851	0	0	1.0	GWD	AFR
GB90	HG02887	0	0	1.0	GWD	AFR
BB43	HG02442	0	0	1.0	ACB	AFR
IBS017	HG01623	0	0	2.0	IBS	EUR
BB42	HG02439	0	0	1.0	ACB	AFR
2469a	NA20281	0	0	1.0	ASW	AFR
NA21119	NA21119	0	0	1.0	GIH	SAS
NA21108	NA21108	0	0	2.0	GIH	SAS
m033	NA19774	0	0	1.0	MXL	AMR
BD41	HG03937	0	0	2.0	BEB	SAS
HG03085	HG03085	0	0	2.0	MSL	AFR
GB38	HG02646	0	0	2.0	GWD	AFR
Y040	NA19093	0	0	2.0	YRI	AFR
PEL21	HG01961	0	0	1.0	PEL	AMR
PK14	HG02658	0	0	2.0	PJL	SAS
Y035	NA19197	0	0	2.0	YRI	AFR
PR33	HG01108	0	0	2.0	PUR	AMR
PEL46	HG02271	0	0	1.0	PEL	AMR
