# nrow,Sequencing Panel,Sample ID (Illumina),Sample ID (Collaborator),Sample ID (SGDP),DNA Source,"Embargo level (X=Fully Public, Y=Signed Letter)",Genetic sex assignment,Population ID,Region,Country,Town,Latitude,Longitude,Coverage (mean), Number of bases covered without masking , Number of bases covered filter level >=0 , Number of bases covered filter level >=1 , Number of bases covered filter level >=9 ,Divergence per bp to hg19 without masking,Divergence per bp to hg19 filter level >=0,Divergence per bp to hg19 filter level >=1,Divergence per bp to hg19 filter level >=9,mtDNA haplogroup,Y haplogroup,samtools autosomal heterozygosity,samtools X heterozygosity,mlrho autosomal heterozygosity,mlrho X chromosome heterozygosity,zygosities:mlrho_X_het_lowerBound,zygosities:mlrho_X_het_upperBound,GATK heterozygosity rate filter level without masking,GATK heterozygosity rate filter level filter level >=0,GATK heterozygosity rate filter level filter level >=1,GATK heterozygosity rate filter level filter level >=9,Neanderthal ancestry estimate based on rate of nd10 sites,Denisova ancestry estimate based on rate of nd10 sites,Discordance rate with Human Origins SNP array,Fraction of variants not seen in 1kg at filter level >=1 ,Fraction of genome covered at 20X,Fraction of genome covered at 10X,Concordance with Omni genotyping array,Contamination estimate (conTEST) at filter level>=0 (fraction),Contamination estimate (conTEST) at filter level>=1 (fraction),Contamination estimate (conTEST) at filter level>=9 (fraction)
155,C,LP6005443-DNA_H01,HGDP01350,S_Tu-1,Genomic_from_cell_lines,X,XY,Tu,EastAsia,China,?,36,101,50.25,"2,639,502,011","2,312,798,684","2,132,757,921","1,189,414,514",0.001044092,0.000926154,0.000881257,0.000841,F1a1a,R1a1a1b2a1b,0.000827423,4.12E-05,8.96E-04,6.53E-05,6.36E-05,6.71E-05,0.000868624,0.000724911,0.000693087,0.000660247,0.024,0.003,0.002,0.0165,0.91,0.92,0.993,0.001,0.001,0.001
156,C,LP6005441-DNA_D12,HGDP01355,S_Tu-2,Genomic_from_cell_lines,X,XX,Tu,EastAsia,China,?,36,101,38.48,"2,655,304,412","2,317,362,621","2,093,000,299","1,197,512,838",0.001044991,0.000928471,0.000883606,0.000832,D4h1,..,0.000846797,0.000451659,8.64E-04,5.05E-04,5.00E-04,5.10E-04,0.000884909,0.000743497,0.000710251,0.000674639,0.025,0.005,0.002,0.0163,0.9,0.91,0.993,0.001,0.001,0.001
157,C,LP6005443-DNA_A02,HGDP01095,S_Tujia-1,Genomic_from_cell_lines,X,XY,Tujia,EastAsia,China,?,29,109,49.52,"2,656,075,486","2,324,432,640","2,138,757,244","1,196,288,938",0.001049499,0.000930864,0.000885274,0.000849,B4a,O2a1a,0.000797142,4.10E-05,8.63E-04,6.77E-05,6.59E-05,6.95E-05,0.000836429,0.000693874,0.000662291,0.000635242,0.023,0.005,0.002,0.0165,0.91,0.92,0.995,0.001,0.001,0.001
158,C,LP6005441-DNA_F12,HGDP01098,S_Tujia-2,Genomic_from_cell_lines,X,XX,Tujia,EastAsia,China,?,29,109,39.15,"2,655,692,375","2,302,282,955","1,975,837,022","1,211,753,995",0.001046046,0.000927701,0.000881391,0.000826,A6,..,0.000797249,0.000432538,8.13E-04,4.81E-04,4.76E-04,4.86E-04,0.000841433,0.000703449,0.000670841,0.000637923,0.023,0.006,0.004,0.0164,0.9,0.91,0.993,0.001,0.001,0.001
159,C,LP6005442-DNA_B01,HGDP01306,S_Uygur-1,Genomic_from_cell_lines,X,XX,Uygur,EastAsia,China,Yili,44,81,38.65,"2,655,711,534","2,308,196,916","2,021,925,789","1,213,531,804",0.001028074,0.000912458,0.000866649,0.000816,U1a,..,0.000901185,0.000509787,9.14E-04,5.57E-04,5.52E-04,5.62E-04,0.000941001,0.000801026,0.00076435,0.000729407,0.022,0.004,0.003,0.0153,0.9,0.91,0.993,0.001,0.001,0.001
160,C,LP6005443-DNA_B02,HGDP01297,S_Uygur-2,Genomic_from_cell_lines,X,XY,Uygur,EastAsia,China,Yili,44,81,50.3,"2,656,989,231","2,327,969,398","2,140,917,849","1,175,235,918",0.001034006,0.000918538,0.00087289,0.00083,M18a,R1a1a1b2a1a1,0.000879748,4.29E-05,9.55E-04,6.84E-05,6.66E-05,7.02E-05,0.000919243,0.0007757,0.000740304,0.000702767,0.021,0.004,0.002,0.0162,0.91,0.92,0.992,0.001,0.001,0.001
161,C,LP6005442-DNA_D01,HGDP01250,S_Xibo-1,Genomic_from_cell_lines,X,XY,Xibo,EastAsia,China,?,43.5,81.5,36.61,"2,656,030,090","2,306,309,143","2,002,593,839","1,239,876,437",0.001047973,0.000931663,0.000887327,0.000846,C5d1,C3c1,0.000820674,4.08E-05,8.48E-04,4.71E-05,4.57E-05,4.85E-05,0.000853027,0.000713546,0.000682754,0.000658951,0.026,0.004,0.002,0.0173,0.88,0.92,0.993,0.001,0.001,0.001
162,C,LP6005443-DNA_C02,HGDP01246,S_Xibo-2,Genomic_from_cell_lines,X,XY,Xibo,EastAsia,China,?,43.5,81.5,51.54,"2,624,862,535","2,296,909,317","2,109,665,878","1,172,022,553",0.001048114,0.00092948,0.000882393,0.000835,R11b,O3a2c,0.000813458,4.18E-05,8.79E-04,6.21E-05,6.04E-05,6.38E-05,0.000849515,0.000706792,0.000674152,0.000641147,0.023,0.005,0.002,0.0175,0.91,0.92,0.993,0.001,0.001,0.001
163,C,LP6005442-DNA_G01,HGDP01179,S_Yi-1,Genomic_from_cell_lines,X,XY,Yi,EastAsia,China,?,28,103,41.5,"2,656,114,295","2,298,686,391","1,965,134,086","1,218,034,773",0.001049841,0.000930865,0.000884844,0.000828,F1g,O2a1,0.000808283,4.42E-05,8.43E-04,4.79E-05,4.65E-05,4.94E-05,0.000846226,0.000705502,0.000674217,0.000634193,0.025,0.005,0.005,0.0166,0.89,0.92,0.993,0.005,0.005,0.005
164,C,LP6005442-DNA_H01,HGDP01188,S_Yi-2,Genomic_from_cell_lines,X,XX,Yi,EastAsia,China,?,28,103,40.07,"2,656,338,779","2,309,294,979","2,027,326,937","1,256,647,910",0.001047948,0.000930119,0.000883265,0.000837,B5a1a,..,0.000830582,0.000422823,8.50E-04,4.71E-04,4.66E-04,4.76E-04,0.000871443,0.000727606,0.000692936,0.00066393,0.025,0.005,0.002,0.0167,0.91,0.91,0.993,0.003,0.003,0.003
165,C,LP6005442-DNA_H04,lez49,S_Lezgin-1,Genomic_from_blood,X,Not Assigned,Lezgin,WestEurasia,Russia,Dagestanskiye_Ogni_in_Dagestan,42.1,48.2,40.31,"2,657,166,685","2,328,963,768","2,153,527,416","1,157,015,616",0.001017892,0.000904294,0.000862445,0.000833,I5,R1b1a2a2a,0.000855158,4.34E-05,9.06E-04,6.64E-05,6.48E-05,6.81E-05,0.000887329,0.000749061,0.000718051,0.000691294,0.02,0.001,0.002,0.0159,0.89,0.92,0.993,0.001,0.001,0.001
166,C,LP6005441-DNA_B03,HGDP00660,S_Bougainville-1,Genomic_from_cell_lines,X,XX,Bougainville,Oceania,PapuaNewGuinea,Bougainville_Island,-6,155,41.72,"2,654,011,825","2,210,146,605","2,010,646,359","1,168,337,311",0.00107066,0.000948085,0.000901559,0.000866,Q1c,..,0.000770148,0.000356709,7.93E-04,4.18E-04,4.13E-04,4.23E-04,0.000805323,0.00066213,0.000632535,0.000612032,0.027,0.043,0.002,0.0456,0.91,0.91,0.994,0.001,0.001,0.001
167,C,LP6005441-DNA_A03,HGDP00656,S_Bougainville-2,Genomic_from_cell_lines,X,XX,Bougainville,Oceania,PapuaNewGuinea,Bougainville_Island,-6,155,38.9,"2,654,231,373","2,321,070,316","2,130,269,906","1,254,819,235",0.001072452,0.000952663,0.000907402,0.000872,M27c,..,0.00077456,0.000394461,8.02E-04,4.54E-04,4.49E-04,4.59E-04,0.000815974,0.000676575,0.000647083,0.0006262,0.025,0.042,0.002,0.0523,0.91,0.91,0.993,0.001,0.001,0.001
168,C,LP6005519-DNA_F06,Dus22,S_Dusun-1,Genomic_from_saliva,X,XX,Dusun,Oceania,Brunei,Tutong District,4.7,114.7,50.55,"2,648,173,674","2,319,792,830","2,135,922,051","1,166,201,001",0.001046597,0.000929897,0.000884608,0.000848,B4a1a,..,0.000775329,0.000412846,8.11E-04,4.88E-04,4.82E-04,4.94E-04,0.000815781,0.000675801,0.000644318,0.000618035,0.021,0.005,..,0.0193,0.91,0.91,0.992,0.001,0.001,0.001
169,C,LP6005519-DNA_E06,Dus16,S_Dusun-2,Genomic_from_saliva,X,XX,Dusun,Oceania,Brunei,"Lamunin, Tutong District",4.7,114.7,39.52,"2,655,830,394","2,320,208,618","2,127,295,458","1,195,105,466",0.001046733,0.000930394,0.000887083,0.000856,B5b1c,..,0.000793146,0.000378055,8.23E-04,4.36E-04,4.31E-04,4.41E-04,0.000831591,0.000691516,0.000660256,0.000639475,0.024,0.004,..,0.0183,0.91,0.91,0.993,0.001,0.001,0.001
170,C,LP6005592-DNA_H03,NA17385,S_Hawaiian-1,Genomic_from_cell_lines,X,XY,Hawaiian,Oceania,USA,Cell_line_repository_sampling_location_unknown,21.3,-157.8,45.55,"2,655,383,379","2,308,919,395","2,023,664,992","1,239,397,001",0.001056845,0.000938129,0.000883877,0.000827,Y2a1,O1a2,0.000820126,5.04E-05,8.53E-04,5.57E-05,5.42E-05,5.73E-05,0.000859188,0.000716744,0.000680834,0.000641548,0.023,0.009,..,0.0268,0.9,0.92,0.992,0.001,0.001,0.001
171,C,LP6005519-DNA_C06,Igor20,S_Igorot-1,Genomic_from_saliva,X,XX,Igorot,Oceania,Philippines,"Mountain Province, Luzon Island (sampled in Singapore)",17.1,121,38.4,"2,656,164,586","2,327,855,345","2,130,014,957","1,205,494,378",0.001042955,0.000926876,0.000883582,0.000855,F3b1,..,0.00077181,0.000392692,7.99E-04,4.53E-04,4.48E-04,4.58E-04,0.000812467,0.000673764,0.000643591,0.000623518,0.022,0.004,..,0.0186,0.9,0.91,0.993,0.001,0.001,0.001
172,C,LP6005519-DNA_D06,Igor21,S_Igorot-2,Genomic_from_saliva,X,XY,Igorot,Oceania,Philippines,"Mountain Province, Luzon Island (sampled in Singapore)",17.1,121,45.28,"2,656,397,583","2,323,623,385","2,131,285,087","1,205,036,464",0.001051023,0.000929582,0.000882978,0.000844,Y2a1,O1a1,0.000721718,3.82E-05,7.76E-04,6.28E-05,6.12E-05,6.45E-05,0.000759907,0.000617187,0.000589014,0.000562773,0.022,0.003,..,0.0188,0.9,0.92,0.993,0.001,0.001,0.001
173,C,LP6005592-DNA_B02,NA17386,S_Maori-1,Genomic_from_cell_lines,X,XY,Maori,Oceania,New Zealand,Cell_line_repository_sampling_location_unknown,-41.3,174.5,36.96,"2,655,534,351","2,302,940,795","1,953,597,514","1,254,600,770",0.001035884,0.000921497,0.000881887,0.000841,B4a1a1,I2a2a1a1b,0.000928042,4.60E-05,9.69E-04,5.37E-05,5.22E-05,5.52E-05,0.000965467,0.000824294,0.000789532,0.000757511,0.025,0.009,..,0.0165,0.88,0.92,0.928,0.001,0.001,0.001
174,C,LP6005441-DNA_B10,HGDP00550,S_Papuan-1,Genomic_from_cell_lines,X,XX,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,45.12,"2,655,776,463","2,306,358,339","2,049,451,744","1,189,471,753",0.001079725,0.000957573,0.000909384,0.000851,P1d1,..,0.000725228,0.000332848,7.43E-04,3.85E-04,3.80E-04,3.90E-04,0.000764469,0.000622746,0.000593005,0.00056229,0.025,0.053,0.002,0.0507,0.91,0.91,0.993,0.001,0.001,0.001
175,C,LP6005443-DNA_B08,HGDP00553,S_Papuan-10,Genomic_from_cell_lines,X,XY,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,41.65,"2,654,807,210","2,325,535,785","2,132,020,528","1,163,896,734",0.001073709,0.000955441,0.000908827,0.000868,Q1a,M1a1,0.000694655,3.59E-05,7.41E-04,5.52E-05,5.37E-05,5.68E-05,0.000734647,0.000598929,0.000571998,0.000546513,0.024,0.047,0.002,0.0538,0.89,0.92,0.994,0.001,0.001,0.001
176,C,LP6005443-DNA_C07,HGDP00555,S_Papuan-11,Genomic_from_cell_lines,X,XY,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,42.21,"2,648,094,549","2,310,493,991","2,066,084,986","1,197,691,982",0.001070763,0.000951351,0.000896976,0.000842,Q1,K,0.000699706,4.01E-05,7.35E-04,4.84E-05,4.70E-05,4.98E-05,0.000740471,0.000605034,0.000573372,0.00054344,0.024,0.047,0.002,0.0501,0.89,0.92,0.994,0.001,0.001,0.001
177,C,LP6005443-DNA_G07,HGDP00556,S_Papuan-12,Genomic_from_cell_lines,X,XY,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,44.16,"2,649,696,529","2,176,487,190","1,898,604,118","1,173,962,754",0.001078282,0.000891146,0.000850333,0.000819,Q1,S,0.000694644,3.68E-05,7.46E-04,5.89E-05,5.73E-05,6.05E-05,0.000732385,0.000597481,0.000570913,0.000549766,0.025,0.055,0.002,..,0.9,0.92,0.994,..,..,..
178,C,LP6005443-DNA_D08,HGDP00552,S_Papuan-13,Genomic_from_cell_lines,X,XX,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,43.16,"2,655,045,282","2,322,937,444","2,117,541,460","1,261,358,532",0.001077235,0.000958319,0.000910336,0.000872,Q1b,..,0.000718554,0.000390675,7.45E-04,4.49E-04,4.43E-04,4.54E-04,0.00076138,0.000623672,0.000594355,0.000573304,0.024,0.053,0.002,0.0523,0.91,0.91,0.994,0.001,0.001,0.001
179,C,LP6005443-DNA_E08,HGDP00554,S_Papuan-14,Genomic_from_cell_lines,X,XX,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,35.15,"2,653,683,753","2,324,890,559","2,128,003,234","1,287,486,120",0.001074703,0.000955017,0.000908109,0.000872,Q1a,..,0.000721236,0.000395267,7.39E-04,4.51E-04,4.46E-04,4.55E-04,0.000759294,0.000620922,0.000591466,0.000573796,0.024,0.05,0.002,0.0511,0.9,0.91,0.993,0.001,0.001,0.001
180,C,LP6005443-DNA_H07,HGDP00540,S_Papuan-2,Genomic_from_cell_lines,X,XY,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,46.73,"2,622,940,321","2,292,602,874","2,111,990,472","1,146,453,138",0.001079584,0.000958058,0.000910515,0.000866,Q3a:0,S,0.000676593,3.85E-05,7.20E-04,5.65E-05,5.50E-05,5.81E-05,0.000714405,0.000575712,0.000549695,0.000522548,0.023,0.05,0.002,0.053,0.9,0.92,0.994,..,0.001,0.001
181,C,LP6005441-DNA_A10,HGDP00541,S_Papuan-3,Genomic_from_cell_lines,X,XY,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,33.59,"2,652,746,889","2,311,445,187","2,020,741,884","1,262,973,970",0.001074794,0.000955013,0.000908405,0.000858,Q3a:0,M1,0.000689335,4.00E-05,7.10E-04,4.53E-05,4.39E-05,4.67E-05,0.000724948,0.000593562,0.000566063,0.000539349,0.026,0.056,0.002,0.0526,0.86,0.92,0.993,0.001,0.001,0.001
182,C,LP6005443-DNA_E07,HGDP00543,S_Papuan-4,Genomic_from_cell_lines,X,XY,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,48.45,"2,631,957,975","2,296,709,825","2,078,134,814","1,150,272,517",0.001075037,0.000952575,0.00089931,0.000843,P2,S1d,0.000685572,4.38E-05,7.24E-04,5.36E-05,5.21E-05,5.51E-05,0.000729237,0.000590611,0.000561333,0.000528623,0.023,0.048,0.002,0.0547,0.91,0.92,0.994,0.001,0.001,0.001
183,C,LP6005443-DNA_D07,HGDP00545,S_Papuan-5,Genomic_from_cell_lines,X,XY,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,51.02,"2,646,203,384","2,317,124,074","2,124,841,431","1,202,356,036",0.001077511,0.00095715,0.000908207,0.000859,Q1a,C2a,0.000697082,4.27E-05,7.57E-04,6.91E-05,6.73E-05,7.09E-05,0.000735952,0.000595021,0.000565717,0.000537723,0.022,0.049,0.002,0.0526,0.91,0.92,0.994,0.001,0.001,0.001
184,C,LP6005443-DNA_C08,HGDP00547,S_Papuan-6,Genomic_from_cell_lines,X,XY,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,43.9,"2,639,972,085","2,310,134,638","2,104,845,806","1,155,866,557",0.001078237,0.000955339,0.000906802,0.000867,Q3a1,C2a,0.000697665,4.06E-05,7.45E-04,5.78E-05,5.63E-05,5.94E-05,0.00073991,0.000599751,0.000572348,0.000547095,0.025,0.05,0.002,..,0.9,0.92,0.994,..,..,..
185,C,LP6005443-DNA_F07,HGDP00548,S_Papuan-7,Genomic_from_cell_lines,X,XY,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,48.76,"2,649,665,965","2,321,706,520","2,135,777,106","1,209,107,486",0.001075093,0.000955037,0.000906899,0.00086,P1d,M1,0.000689154,4.38E-05,7.40E-04,6.46E-05,6.29E-05,6.64E-05,0.000730834,0.000591402,0.000563475,0.000533143,0.023,0.046,0.002,0.0522,0.91,0.92,0.994,0.001,0.001,0.001
186,C,LP6005443-DNA_A08,HGDP00549,S_Papuan-8,Genomic_from_cell_lines,X,XY,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,45.06,"2,655,124,909","2,325,454,933","2,142,462,997","1,228,464,701",0.001074716,0.000953041,0.000906154,0.000866,Q1a,M1,0.000701944,3.79E-05,7.49E-04,5.79E-05,5.63E-05,5.95E-05,0.000740776,0.00060271,0.000575717,0.000550318,0.023,0.05,0.002,0.051,0.9,0.92,0.994,0.001,0.001,0.001
187,C,LP6005443-DNA_F08,HGDP00551,S_Papuan-9,Genomic_from_cell_lines,X,XY,Papuan,Oceania,PapuaNewGuinea,NewGuinea,-4,143,43.06,"2,655,134,256","2,325,684,415","2,154,981,324","1,227,897,086",0.001075323,0.000953827,0.000908028,0.000869,P1,K,0.000707299,3.83E-05,7.66E-04,5.98E-05,5.82E-05,6.14E-05,0.000750878,0.000608113,0.000581461,0.000557859,0.024,0.045,0.002,0.0519,0.9,0.92,0.994,0.001,0.001,0.001
188,C,LP6005441-DNA_D01,HGDP00090,S_Balochi-1,Genomic_from_cell_lines,X,XY,Balochi,SouthAsia,Pakistan,?,30.5,66.5,42.69,"2,655,899,876","2,323,984,461","2,124,905,876","1,185,078,825",0.001035863,0.00091873,0.000870455,0.000825,M5a2a,E1b1b1a1c,0.000811771,2.48E-05,8.58E-04,4.27E-05,4.14E-05,4.41E-05,0.000843952,0.000704721,0.000673298,0.000638417,0.019,0.002,0.005,0.0146,0.9,0.92,0.992,0.001,0.001,0.001
189,C,LP6005441-DNA_C01,HGDP00058,S_Balochi-2,Genomic_from_cell_lines,X,XY,Balochi,SouthAsia,Pakistan,?,..,..,42.88,"2,655,713,847","2,323,062,256","2,125,027,757","1,186,352,097",0.001029881,0.000915164,0.000867839,0.000822,M3a1,L1c,0.000850124,4.52E-05,8.97E-04,6.05E-05,5.89E-05,6.21E-05,0.00088412,0.000743695,0.000709622,0.000671462,..,..,..,..,0.9,0.92,0.993,0.001,0.001,0.001
190,C,LP6005442-DNA_G09,HG03006,S_Bengali-1,Genomic_from_cell_lines,X,XY,Bengali,SouthAsia,Bangladesh,?,23.7,90.4,44,"2,657,447,563","2,324,282,035","2,132,018,379","1,214,612,621",0.001042134,0.00092361,0.000878937,0.000841,M5a,J2b2,0.00088649,4.50E-05,9.51E-04,6.76E-05,6.59E-05,6.94E-05,0.000927648,0.000781165,0.000747081,0.000719693,0.022,0.004,0.002,0.0094,0.9,0.92,0.993,0.001,0.001,0.001
191,C,LP6005442-DNA_H09,HG03007,S_Bengali-2,Genomic_from_cell_lines,X,XX,Bengali,SouthAsia,Bangladesh,?,23.7,90.4,34.11,"2,656,314,696","2,327,672,745","2,149,134,403","1,164,279,930",0.001035423,0.000921684,0.000878625,0.000839,M2b1,..,0.000887424,0.000489149,9.18E-04,5.49E-04,5.43E-04,5.54E-04,0.000929341,0.000790248,0.000755994,0.000726344,0.023,0.005,0.002,0.0088,0.89,0.91,0.993,0.001,0.001,0.001
192,C,LP6005519-DNA_G03,B11,S_Brahmin-1,Genomic_from_blood,X,XY,Brahmin,SouthAsia,India,Visakhapatnam,17.7,83.3,51.5,"2,658,131,387","2,323,665,444","2,137,298,469","1,241,840,322",0.001039715,0.000924235,0.000879174,0.000842,J1d,R2a1,0.00089026,4.60E-05,9.59E-04,7.09E-05,6.91E-05,7.27E-05,0.000928971,0.000782674,0.00074778,0.000719447,0.021,0.004,..,0.0146,0.91,0.92,0.993,0.001,0.001,0.001
193,C,LP6005519-DNA_H03,B17,S_Brahmin-2,Genomic_from_blood,X,XY,Brahmin,SouthAsia,India,Visakhapatnam,17.7,83.3,36.11,"2,655,886,825","2,326,382,357","2,118,885,415","1,241,540,249",0.001036589,0.000921804,0.000878011,0.000846,M2b1,J2a2a,0.000878246,4.14E-05,9.33E-04,6.21E-05,6.05E-05,6.37E-05,0.000913823,0.00077457,0.000740187,0.000714701,0.02,0.004,..,0.0149,0.87,0.92,0.992,0.001,0.001,0.001
194,C,LP6005441-DNA_D03,HGDP00027,S_Brahui-1,Genomic_from_cell_lines,X,XY,Brahui,SouthAsia,Pakistan,?,30.5,66.5,38,"2,655,234,626","2,323,016,176","2,136,412,539","1,235,505,118",0.001035295,0.000917638,0.000872886,0.000835,H1,R1a1a1b2a1a,0.000879457,4.68E-05,9.36E-04,6.45E-05,6.29E-05,6.61E-05,0.000917653,0.000771867,0.000737572,0.000708345,0.019,0.001,0.002,0.0157,0.88,0.92,0.992,0.001,0.001,0.001
195,C,LP6005441-DNA_C03,HGDP00019,S_Brahui-2,Genomic_from_cell_lines,X,XY,Brahui,SouthAsia,Pakistan,?,30.5,66.5,35.21,"2,654,892,969","2,328,129,726","2,118,885,717","1,262,552,798",0.001037229,0.000919644,0.000873491,0.000836,U7a3,O3a1c1,0.000825815,2.74E-05,8.71E-04,4.70E-05,4.56E-05,4.84E-05,0.000856745,0.000715133,0.000681995,0.00065296,0.02,0.002,0.002,0.0158,0.87,0.92,0.994,0.001,0.001,0.001
196,C,LP6005441-DNA_E03,HGDP00428,S_Burusho-1,Genomic_from_cell_lines,X,XY,Burusho,SouthAsia,Pakistan,?,36.5,74,42.2,"2,655,588,722","2,322,703,599","2,145,117,390","1,252,621,674",0.001030223,0.000915457,0.000870707,0.00083,C4:0,H1,0.000868104,3.43E-05,9.21E-04,5.24E-05,5.09E-05,5.39E-05,0.00090327,0.000762174,0.0007303,0.000700644,0.02,0.003,0.002,0.0168,0.89,0.92,0.993,0.001,0.001,0.001
197,C,LP6005441-DNA_F03,HGDP00338,S_Burusho-2,Genomic_from_cell_lines,X,XX,Burusho,SouthAsia,Pakistan,?,36.5,74,41.23,"2,656,252,140","2,325,293,345","2,146,486,291","1,172,336,346",0.001031011,0.000918288,0.000874911,0.000836,U7a2,..,0.000906817,0.000512286,9.35E-04,5.76E-04,5.70E-04,5.81E-04,0.000945408,0.000804067,0.000768971,0.000739397,0.022,0.002,0.003,0.0155,0.91,0.91,0.993,0.001,0.001,0.001
198,C,LP6005441-DNA_F05,HGDP00124,S_Hazara-1,Genomic_from_cell_lines,X,XY,Hazara,SouthAsia,Pakistan,?,33.5,70,63.62,"2,658,000,911","2,323,231,888","2,145,533,654","1,178,303,771",0.001037518,0.000917849,0.000871042,0.000828,HV,O3a1c1,0.000869823,4.27E-05,9.56E-04,6.89E-05,6.71E-05,7.08E-05,0.000913162,0.00076507,0.000730713,0.000697052,0.021,0.004,0.002,0.0163,0.92,0.92,0.993,0.001,0.001,0.001
199,C,LP6005441-DNA_E05,HGDP00125,S_Hazara-2,Genomic_from_cell_lines,X,XY,Hazara,SouthAsia,Pakistan,?,33.5,70,65.99,"2,657,850,312","2,321,756,950","2,140,469,692","1,185,830,440",0.001038942,0.000919942,0.000873524,0.000832,M3a1,C3f1,0.000849021,4.15E-05,9.31E-04,6.86E-05,6.67E-05,7.05E-05,0.000889408,0.00074214,0.000709781,0.000679271,0.021,0.003,0.002,0.0172,0.92,0.92,0.993,0.001,0.001,0.001
200,C,LP6005519-DNA_C05,I1,S_Irula-1,Genomic_from_blood,X,XY,Irula,SouthAsia,India,?,13.5,80,49.7,"2,653,601,250","2,325,595,463","2,133,325,090","1,176,780,281",0.001042418,0.000925976,0.000881181,0.000846,M4'67:0,R2a,0.000859727,3.67E-05,9.29E-04,6.58E-05,6.40E-05,6.75E-05,0.000902321,0.000760328,0.000727582,0.000697336,0.021,0.005,..,0.0168,0.91,0.92,0.993,0.001,0.001,0.001
201,C,LP6005519-DNA_D05,I3,S_Irula-2,Genomic_from_blood,X,XY,Irula,SouthAsia,India,?,13.5,80,52.55,"2,657,784,673","2,325,890,016","2,139,592,966","1,183,066,314",0.001051365,0.000931125,0.000884117,0.000843,M4'67:0,L1c,0.000858459,4.08E-05,9.32E-04,6.79E-05,6.61E-05,6.97E-05,0.000903523,0.000756235,0.000722206,0.000686214,0.021,0.005,..,0.0175,0.91,0.92,0.993,0.001,0.001,0.001
202,C,LP6005441-DNA_E06,HGDP00328,S_Kalash-1,Genomic_from_cell_lines,X,XY,Kalash,SouthAsia,Pakistan,?,36,71.5,37.12,"2,654,127,386","2,328,200,772","2,129,951,372","1,157,889,030",0.001029009,0.000912958,0.000869021,0.000836,U2e1,H1,0.000806502,3.79E-05,8.59E-04,6.00E-05,5.84E-05,6.16E-05,0.000841865,0.000702817,0.000671188,0.000646866,0.019,0.002,0.003,0.0166,0.88,0.92,0.994,0.002,0.002,0.002
203,C,LP6005441-DNA_F06,HGDP00286,S_Kalash-2,Genomic_from_cell_lines,X,XX,Kalash,SouthAsia,Pakistan,?,36,71.5,34.65,"2,654,627,749","2,329,761,270","2,153,363,543","1,215,362,881",0.001028013,0.000913951,0.000871842,0.000831,R0a,..,0.000856668,0.000470208,8.80E-04,5.35E-04,5.30E-04,5.40E-04,0.00089101,0.000751129,0.00071921,0.000689767,0.019,0.002,0.002,0.0155,0.9,0.91,0.993,0.001,0.001,0.001
204,C,LP6005519-DNA_A04,K1,S_Kapu-1,Genomic_from_blood,X,XY,Kapu,SouthAsia,India,Visakhapatnam,17.7,83.3,51.14,"2,643,017,123","2,312,865,606","2,144,297,227","1,211,840,112",0.001038231,0.000924068,0.000880286,0.000843,M35a1,H1,0.000876252,4.27E-05,9.43E-04,6.70E-05,6.53E-05,6.88E-05,0.000914344,0.000770577,0.000737138,0.000702844,0.021,0.004,..,0.0152,0.91,0.92,0.993,0.001,0.001,0.001
205,C,LP6005519-DNA_B04,K4,S_Kapu-2,Genomic_from_blood,X,XY,Kapu,SouthAsia,India,Visakhapatnam,17.7,83.3,52.32,"2,652,009,142","2,322,114,268","2,151,307,226","1,239,597,174",0.001038484,0.000924189,0.000881171,0.000844,M35b:0,L1a,0.00086278,3.93E-05,9.32E-04,6.40E-05,6.23E-05,6.58E-05,0.000904271,0.000762997,0.000730535,0.000700419,0.02,0.004,..,0.0162,0.91,0.92,0.992,0.001,0.001,0.001
206,C,LP6005519-DNA_E05,KD4,S_Khonda_Dora-1,Genomic_from_blood,X,XY,Khonda_Dora,SouthAsia,India,?,18.3,82.9,49.29,"2,657,411,172","2,327,740,481","2,128,733,620","1,243,590,391",0.001047178,0.00093107,0.000884987,0.000848,M2a1,O2a1,0.00084418,4.05E-05,9.14E-04,6.84E-05,6.66E-05,7.01E-05,0.000886089,0.000744024,0.000710492,0.000679231,0.021,0.006,..,0.0192,0.91,0.92,0.993,0.001,0.001,0.001
